tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,rating,numerator,denominator,num_result,count_of_multiple,retweet_count,favorite_count,jpg_url,Predicted_Breed
808838249661788160,2016-12-14 00:57:20,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,13,10,Ito,,13/10,13,10,True,1,3536,11271,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,rottweiler
808501579447930884,2016-12-13 02:39:32,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,12,10,Koda,,12/10,12,10,True,1,3007,12595,https://pbs.twimg.com/media/Czhf4XtVQAAIqpd.jpg,airedale
808001312164028416,2016-12-11 17:31:39,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,12,10,Cooper,,12/10,12,10,True,1,4098,14015,https://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,labrador retriever
807621403335917568,2016-12-10 16:22:02,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,14,10,Ollie,pupper,14/10,14,10,True,1,4288,16236,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,golden retriever
807106840509214720,2016-12-09 06:17:20,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,13,10,Stephan,,13/10,13,10,True,1,56625,107015,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,chihuahua
807010152071229440,2016-12-08 23:53:08,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX,12,10,Lennon,,12/10,12,10,True,1,4418,14514,https://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg,golden retriever
806542213899489280,2016-12-07 16:53:43,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,11,10,Waffles,,11/10,11,10,True,1,2752,11363,https://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg,vizsla
806219024703037440,2016-12-06 19:29:28,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi,11,10,incredibly,,11/10,11,10,True,1,1388,7145,https://pbs.twimg.com/media/CzBD7MWVIAA5ptx.jpg,chow
805932879469572096,2016-12-06 00:32:26,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8,12,10,Major,,12/10,12,10,True,1,2209,9178,https://pbs.twimg.com/media/Cy8_qt0UUAAHuuN.jpg,norwegian elkhound
805826884734976000,2016-12-05 17:31:15,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,12,10,Duke,,12/10,12,10,True,1,2132,7335,https://pbs.twimg.com/ext_tw_video_thumb/805826823359631360/pu/img/yr_fF0TZCR-B70p2.jpg,siberian husky
805520635690676224,2016-12-04 21:14:20,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,13,10,Zeke,,13/10,13,10,True,1,1905,6368,https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,malinois
805207613751304193,2016-12-04 00:30:29,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9,12,10,Shooter,,12/10,12,10,True,1,1972,8680,https://pbs.twimg.com/media/CyysDQlVIAAYgrl.jpg,pembroke
804738756058218496,2016-12-02 17:27:25,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ,12,10,Django,,12/10,12,10,True,1,4480,15326,https://pbs.twimg.com/media/CysBn-lWIAAoRx1.jpg,tibetan mastiff
803773340896923648,2016-11-30 01:31:12,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,12,10,Diogi,puppo,12/10,12,10,True,1,3220,11203,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,miniature pinscher
803276597545603072,2016-11-28 16:37:19,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,11,10,Winston,,11/10,11,10,True,1,2887,11207,https://pbs.twimg.com/media/CyXPzXRWgAAvd1j.jpg,pembroke
802952499103731712,2016-11-27 19:09:28,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,12,10,Marley,,12/10,12,10,True,1,2336,10085,https://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg,chow
802572683846291456,2016-11-26 18:00:13,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,12,10,Winnie,,12/10,12,10,True,1,2926,9959,https://pbs.twimg.com/media/CyNPmJgXcAECPuB.jpg,golden retriever
802239329049477120,2016-11-25 19:55:35,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,12,10,Loki,puppo,12/10,12,10,True,1,3040,10132,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,eskimo dog
801958328846974976,2016-11-25 01:18:59,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,12,10,Ronnie,,12/10,12,10,True,1,1992,8608,https://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,staffordshire bullterrier
801538201127157760,2016-11-23 21:29:33,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,12,10,Wallace,,12/10,12,10,True,1,2391,9141,https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,pembroke
801167903437357056,2016-11-22 20:58:07,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,13,10,Milo,,13/10,13,10,True,1,6961,27386,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,cocker spaniel
801115127852503040,2016-11-22 17:28:25,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,12,10,Bones,"doggo,pupper",12/10,12,10,True,1,2429,8992,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian
800751577355128832,2016-11-21 17:23:47,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG,12,10,Mauve,,12/10,12,10,True,1,3214,11701,https://pbs.twimg.com/media/CxzXOyBW8AEu_Oi.jpg,cocker spaniel
800513324630806528,2016-11-21 01:37:04,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,11,10,Chef,,11/10,11,10,True,1,3495,14685,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,pembroke
800388270626521089,2016-11-20 17:20:08,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,12,10,Doc,floofer,12/10,12,10,True,1,3265,12456,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden retriever
800141422401830912,2016-11-20 00:59:15,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,13,10,Peaches,,13/10,13,10,True,1,2980,17092,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,golden retriever
799757965289017345,2016-11-18 23:35:32,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,13,10,Sobe,doggo,13/10,13,10,True,1,2506,9390,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,border collie
799422933579902976,2016-11-18 01:24:14,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ,12,10,Longfellow,,12/10,12,10,True,1,2213,8965,https://pbs.twimg.com/media/Cxge6AdUQAAvXLB.jpg,miniature pinscher
799297110730567681,2016-11-17 17:04:16,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,11,10,Jeffrey,,11/10,11,10,True,1,3227,11065,https://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,malamute
799063482566066176,2016-11-17 01:35:54,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,11,10,Mister,,11/10,11,10,True,1,2863,9058,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,norfolk terrier
798933969379225600,2016-11-16 17:01:16,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,12,10,Iroh,,12/10,12,10,True,1,5203,14712,https://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg,siberian husky
798925684722855936,2016-11-16 16:28:21,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,11,10,Shadow,,11/10,11,10,True,1,1663,8246,https://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,west highland white terrier
798209839306514432,2016-11-14 17:03:50,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,13,10,Cooper,,13/10,13,10,True,1,2954,11548,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,pekinese
797545162159308800,2016-11-12 21:02:38,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,12,10,Cassie,,12/10,12,10,True,1,5656,16198,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,pembroke
797236660651966464,2016-11-12 00:36:46,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,12,10,Pancake,,12/10,12,10,True,1,7726,22328,https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg,collie
796865951799083009,2016-11-11 00:03:42,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,12,10,Tyr,,12/10,12,10,True,1,2198,8564,https://pbs.twimg.com/media/Cw8JWZ2UsAAJOZ6.jpg,cardigan
796759840936919040,2016-11-10 17:02:03,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,11,10,Romeo,,11/10,11,10,True,1,3562,13256,https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,american staffordshire terrier
796387464403357696,2016-11-09 16:22:22,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,12,10,Snicku,,12/10,12,10,True,1,4861,12334,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,pekinese
796149749086875649,2016-11-09 00:37:46,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,11,10,Ruby,,11/10,11,10,True,1,16628,36177,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,golden retriever
796080075804475393,2016-11-08 20:00:55,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,12,10,Yogi,,12/10,12,10,True,1,2703,9469,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,chow
796031486298386433,2016-11-08 16:47:50,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,13,10,Daisy,,13/10,13,10,True,1,4284,12071,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,golden retriever
795400264262053889,2016-11-06 22:59:35,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,12,10,Brody,,12/10,12,10,True,1,3323,11270,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,golden retriever
794332329137291264,2016-11-04 00:15:59,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,12,10,Nimbus,,12/10,12,10,True,1,3088,10686,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,samoyed
793962221541933056,2016-11-02 23:45:19,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,12,10,Maximus,,12/10,12,10,True,1,5711,18910,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,labrador retriever
793845145112371200,2016-11-02 16:00:06,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,13,10,Clark,,13/10,13,10,True,1,2187,10295,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,old english sheepdog
793601777308463104,2016-11-01 23:53:02,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,12,10,Dobby,,12/10,12,10,True,1,1908,8926,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,miniature pinscher
793500921481273345,2016-11-01 17:12:16,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,12,10,Fiona,,12/10,12,10,True,1,2786,11953,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,golden retriever
793286476301799424,2016-11-01 03:00:09,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,13,10,Moreton,,13/10,13,10,True,1,10723,27597,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,afghan hound
793271401113350145,2016-11-01 02:00:14,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,12,10,Dave,,12/10,12,10,True,1,2763,9677,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,siberian husky
793241302385262592,2016-11-01 00:00:38,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,13,10,Tucker,,13/10,13,10,True,1,3812,11780,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,golden retriever
793226087023144960,2016-10-31 23:00:11,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",11,10,Juno,,11/10,11,10,True,1,3338,11001,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,wire-haired fox terrier
793195938047070209,2016-10-31 21:00:23,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,12,10,Lily,puppo,12/10,12,10,True,1,6547,17063,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,labrador retriever
793180763617361921,2016-10-31 20:00:05,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,11,10,Newt,,11/10,11,10,True,1,2310,7740,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,lakeland terrier
793165685325201412,2016-10-31 19:00:10,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,12,10,Benji,,12/10,12,10,True,1,3238,10478,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,golden retriever
793150605191548928,2016-10-31 18:00:14,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,11,10,Nida,,11/10,11,10,True,1,1984,6909,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,italian greyhound
793120401413079041,2016-10-31 16:00:13,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",11,10,Robin,,11/10,11,10,True,1,4551,14202,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,labrador retriever
792773781206999040,2016-10-30 17:02:53,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,12,10,Monster,,12/10,12,10,True,1,1963,8209,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,yorkshire terrier
792394556390137856,2016-10-29 15:55:58,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,12,10,BeBe,,12/10,12,10,True,1,4998,15128,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,cocker spaniel
792050063153438720,2016-10-28 17:07:05,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,11,10,Remus,,11/10,11,10,True,1,2088,8029,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,komondor
791406955684368384,2016-10-26 22:31:36,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,12,10,Levi,,12/10,12,10,True,1,4797,14670,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,pembroke
791312159183634433,2016-10-26 16:14:55,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,12,10,Mabel,,12/10,12,10,True,1,2963,9841,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,miniature pinscher
790987426131050500,2016-10-25 18:44:32,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,12,10,Misty,,12/10,12,10,True,1,2483,11089,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,cocker spaniel
790698755171364864,2016-10-24 23:37:28,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,12,10,Mosby,,12/10,12,10,True,1,2203,9158,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,bernese mountain dog
790337589677002753,2016-10-23 23:42:19,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12,10,Maggie,,12/10,12,10,True,1,2167,8740,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,pembroke
790277117346975746,2016-10-23 19:42:02,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11,10,Bruce,,11/10,11,10,True,1,3732,14081,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,labrador retriever
789986466051088384,2016-10-23 00:27:05,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12,10,Happy,,12/10,12,10,True,1,2704,10369,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,tub
789628658055020548,2016-10-22 00:45:17,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13,10,Eli,,13/10,13,10,True,1,2080,8448,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,chow
789599242079838210,2016-10-21 22:48:24,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12,10,Brownie,,12/10,12,10,True,1,2279,7620,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,chesapeake bay retriever
789530877013393408,2016-10-21 18:16:44,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12,10,Rizzy,,12/10,12,10,True,1,3942,13188,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,schipperke
789268448748703744,2016-10-21 00:53:56,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10,10,Stella,,10/10,10,10,True,1,3014,10196,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,malamute
789137962068021249,2016-10-20 16:15:26,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12,10,Bo,,12/10,12,10,True,1,3244,10875,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,chihuahua
788765914992902144,2016-10-19 15:37:03,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12,10,Butter,,12/10,12,10,True,1,12014,30658,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,cocker spaniel
788412144018661376,2016-10-18 16:11:17,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11,10,Dexter,,11/10,11,10,True,1,5990,16060,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,golden retriever
788150585577050112,2016-10-17 22:51:57,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13,10,Leo,,13/10,13,10,True,1,1510,6865,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,chow
787810552592695296,2016-10-17 00:20:47,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11,10,Frank,,11/10,11,10,True,1,3540,9717,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,pug
787717603741622272,2016-10-16 18:11:26,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13,10,Tonks,puppo,13/10,13,10,True,1,3240,11416,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,german shepherd
787397959788929025,2016-10-15 21:01:17,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11,10,Moose,,11/10,11,10,True,1,3300,12120,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,chihuahua
786963064373534720,2016-10-14 16:13:10,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12,10,Rory,,12/10,12,10,True,1,9327,29725,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,golden retriever
786709082849828864,2016-10-13 23:23:56,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",75,10,Logan,,9.75/10,9.75,10,False,1,7069,20296,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,pomeranian
786595970293370880,2016-10-13 15:54:28,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11,10,Dale,,11/10,11,10,True,1,3601,10497,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,pembroke
786363235746385920,2016-10-13 00:29:39,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13,10,Rizzo,doggo,13/10,13,10,True,1,4072,12189,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden retriever
786233965241827333,2016-10-12 15:55:59,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11,10,Mattie,,11/10,11,10,True,1,5571,17178,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,labrador retriever
785872687017132033,2016-10-11 16:00:24,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12,10,Rusty,,12/10,12,10,True,1,2130,7489,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,great pyrenees
785533386513321988,2016-10-10 17:32:08,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11,10,Dallas,,11/10,11,10,True,1,2334,10183,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,miniature pinscher
784826020293709826,2016-10-08 18:41:19,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13,10,Rusty,,13/10,13,10,True,1,3712,11310,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,chow
784517518371221505,2016-10-07 22:15:26,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11,10,Frankie,,11/10,11,10,True,1,2970,10039,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,malamute
784431430411685888,2016-10-07 16:33:21,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12,10,Stormy,,12/10,12,10,True,1,1491,6329,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,miniature poodle
783821107061198850,2016-10-06 00:08:09,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12,10,Mairi,,12/10,12,10,True,1,2269,8209,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,lakeland terrier
783695101801398276,2016-10-05 15:47:27,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12,10,Loomis,,12/10,12,10,True,1,3737,11650,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,chow
783466772167098368,2016-10-05 00:40:09,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11,10,Finn,,11/10,11,10,True,1,2608,9468,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,chihuahua
783391753726550016,2016-10-04 19:42:03,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13,10,Godi,,13/10,13,10,True,1,6441,18908,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,norwegian elkhound
783334639985389568,2016-10-04 15:55:06,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12,10,Dave,,12/10,12,10,True,1,13616,32651,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,cardigan
783085703974514689,2016-10-03 23:25:55,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11,10,Earl,,11/10,11,10,True,1,2565,9112,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,chesapeake bay retriever
782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11,10,Deacon,doggo,11/10,11,10,True,1,1604,8310,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden retriever
782722598790725632,2016-10-02 23:23:04,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10,10,Penny,,10/10,10,10,True,1,6238,19250,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,irish setter
782598640137187329,2016-10-02 15:10:30,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11,10,Timmy,,11/10,11,10,True,1,2184,8694,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,malamute
